# Spherical Bessel functions via up and down recursion
#     logx                 Up Recursion             Down Recursion           Compare Up/Down         Compare Down/GSL         Compare Up/GSL
1.9768083373         -7.3833597413e-03         -9.5829034277e-03        -8.8725360704e-01         4.3213407258e-01         3.2044404908e-01
1.9772662124         -8.4343197118e-03         -9.9701725197e-03        -1.0785742440e+00         1.1167718763e-01         2.8492837578e-02
1.9777236053         -9.3763586470e-03         -1.0258326955e-02        -1.3475709717e+00         5.9341021765e-01         6.2175599822e-01
1.9781805169         -1.0203300462e-02         -1.0444732285e-02        -1.9320841668e+00         1.0000000000e+00         1.0000000000e+00
1.9786369484         -1.0910122443e-02         -1.0527762241e-02        -1.7487092477e+00         1.0000000000e+00         1.0000000000e+00
1.9790929006         -1.1492981678e-02         -1.0506812726e-02        -1.3484672971e+00         1.0000000000e+00         1.0000000000e+00
1.9795483747         -1.1949230931e-02         -1.0382305697e-02        -1.1538703333e+00         1.0000000000e+00         1.0000000000e+00
1.9800033716         -1.2277423873e-02         -1.0155682936e-02        -1.0241970683e+00         1.0000000000e+00         1.0000000000e+00
1.9804578923         -1.2477309636e-02         -9.8293897854e-03        -9.2553047988e-01         1.0000000000e+00         1.0000000000e+00
1.9809119378         -1.2549816800e-02         -9.4068490284e-03        -8.4422646443e-01         1.0000000000e+00         1.0000000000e+00
1.9813655091         -1.2497027006e-02         -8.8924251885e-03        -7.7334236464e-01         1.0000000000e+00         1.0000000000e+00
1.9818186072         -1.2322138501e-02         -8.2913796223e-03        -7.0876530015e-01         1.0000000000e+00         1.0000000000e+00
1.9822712330         -1.2029420002e-02         -7.6098168645e-03        -6.4774133494e-01         1.0000000000e+00         1.0000000000e+00
1.9827233877         -1.1624155373e-02         -6.8546227694e-03        -5.8819742946e-01         1.0000000000e+00         1.0000000000e+00
1.9831750720         -1.1112579687e-02         -6.0333950773e-03        -5.2836818205e-01         1.0000000000e+00         1.0000000000e+00
1.9836262871         -1.0501807329e-02         -5.1543671017e-03        -4.6653971249e-01         1.0000000000e+00         1.0000000000e+00
1.9840770339         -9.7997528572e-03         -4.2263253048e-03        -4.0081389452e-01         1.0000000000e+00         1.0000000000e+00
1.9845273133         -9.0150454303e-03         -3.2585215844e-03        -3.2881049021e-01         1.0000000000e+00         1.0000000000e+00
1.9849771264         -8.1569376369e-03         -2.2605811463e-03        -2.4718055933e-01         1.0000000000e+00         1.0000000000e+00
1.9854264741         -7.2352096315e-03         -1.2424068800e-03        -1.5064378373e-01         1.0000000000e+00         1.0000000000e+00
1.9858753573         -6.2600695140e-03         -2.1408118512e-04        -2.9715499794e-02         1.0000000000e+00         1.0000000000e+00
1.9863237771         -5.2420509205e-03          8.1423377784e-04         0.0000000000e+00         1.0000000000e+00         9.7918965376e-01
1.9867717343         -4.1919088132e-03          1.8323964269e-03         0.0000000000e+00         1.0000000000e+00         9.5206609254e-01
1.9872192299         -3.1205144701e-03          2.8303856985e-03         0.0000000000e+00         1.0000000000e+00         9.2339444284e-01
1.9876662649         -2.0387506736e-03          3.7983996028e-03         0.0000000000e+00         1.0000000000e+00         8.9239515877e-01
1.9881128403         -9.5740809132e-04          4.7269514272e-03         0.0000000000e+00         1.0000000000e+00         8.5805148997e-01
1.9885589569          1.1291618003e-04          5.6069626429e-03        -1.7494500347e-02         9.9599924577e-01         8.1895939606e-01
1.9890046157          1.1619169600e-03          6.4298516067e-03        -1.5870258173e-01         9.5478935951e-01         7.7306975869e-01
1.9894498177          2.1796753115e-03          7.1876171908e-03        -2.7195480174e-01         9.0487212386e-01         7.1721309230e-01
1.9898945637          3.1567479866e-03          7.8729165266e-03        -3.6897298588e-01         8.4129970557e-01         6.4615054331e-01
1.9903388548          4.0842511809e-03          8.4791361073e-03        -4.5615923967e-01         7.5492548467e-01         5.5048338260e-01
1.9907826918          4.9539378487e-03          9.0004555620e-03        -5.3762951689e-01         6.2663288783e-01         4.1140927205e-01
1.9912260757          5.7582678989e-03          9.4319034857e-03        -6.1646660042e-01         4.0847923805e-01         1.8490241146e-01
1.9916690074          6.4904706654e-03          9.7694047901e-03        -6.9538452316e-01         6.3909231778e-02         2.6218821018e-01
1.9921114878          7.1445991275e-03          1.0009819127e-02        -7.7721802086e-01         1.0000000000e+00         1.0000000000e+00
1.9925535178          7.7155754374e-03          1.0150970017e-02        -8.6547125349e-01         1.0000000000e+00         1.0000000000e+00
1.9929950984          8.1992274034e-03          1.0191664425e-02        -9.6521818723e-01         1.0000000000e+00         1.0000000000e+00
1.9934362305          8.5923156665e-03          1.0131702592e-02        -1.0850512625e+00         1.0000000000e+00         1.0000000000e+00
1.9938769149          8.8925514017e-03          9.9718780597e-03        -1.2424907711e+00         1.0000000000e+00         1.0000000000e+00
1.9943171527          9.0986044705e-03          9.7139679011e-03        -1.4853165000e+00         1.0000000000e+00         1.0000000000e+00
1.9947569446          9.2101020454e-03          9.3607132654e-03        -2.0909736445e+00         1.0000000000e+00         1.0000000000e+00
1.9951962916          9.2276178183e-03          8.9157904598e-03        -1.7648046578e+00         1.0000000000e+00         1.0000000000e+00
1.9956351946          9.1526520011e-03          8.3837728617e-03        -1.3580829806e+00         1.0000000000e+00         1.0000000000e+00
1.9960736545          8.9876024116e-03          7.7700840585e-03        -1.1387385441e+00         1.0000000000e+00         1.0000000000e+00
1.9965116722          8.7357270270e-03          7.0809426932e-03        -9.8037364521e-01         1.0000000000e+00         1.0000000000e+00
1.9969492485          8.4010984651e-03          6.3232995748e-03        -8.5043403908e-01         1.0000000000e+00         1.0000000000e+00
1.9973863844          7.9885509340e-03          5.5047676883e-03        -7.3500508240e-01         1.0000000000e+00         1.0000000000e+00
1.9978230807          7.5036202567e-03          4.6335458094e-03        -6.2622413207e-01         1.0000000000e+00         1.0000000000e+00
1.9982593384          6.9524776453e-03          3.7183364865e-03        -5.1843858388e-01         1.0000000000e+00         1.0000000000e+00
1.9986951583          6.3418579518e-03          2.7682592129e-03        -4.0641817624e-01         1.0000000000e+00         1.0000000000e+00
1.9991305413          5.6789831767e-03          1.7927596512e-03        -2.8389413889e-01         1.0000000000e+00         1.0000000000e+00
1.9995654882          4.9714820522e-03          8.0151581554e-04        -1.4126885849e-01         1.0000000000e+00         1.0000000000e+00
2.0000000000          4.2273065531e-03         -1.9565785970e-04         0.0000000000e+00         1.0000000000e+00         9.9494038518e-01
