# omega0=1, alpha=3
# theta0=3.14159, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
2.954647372316657e+01 3.122932763814800e+00 -5.649502882113440e-03
2.963766654329980e+01 3.122410392304017e+00 -5.807642043545857e-03
2.972885936343303e+01 3.121873398788051e+00 -5.970206474392714e-03
2.982005218356626e+01 3.121321374098748e+00 -6.137319895231182e-03
2.991124500369950e+01 3.120753897628968e+00 -6.309109475788677e-03
3.000243782383273e+01 3.120170537013723e+00 -6.485705930253323e-03
3.009363064396596e+01 3.119570847802510e+00 -6.667243615144557e-03
3.018482346409919e+01 3.118954373122591e+00 -6.853860629806465e-03
3.027601628423242e+01 3.118320643332984e+00 -7.045698919587407e-03
3.036720910436565e+01 3.117669175668936e+00 -7.242904381769832e-03
3.045840192449888e+01 3.116999473876595e+00 -7.445626974314988e-03
3.054959474463211e+01 3.116311027837634e+00 -7.654020827489236e-03
3.064078756476534e+01 3.115603313183571e+00 -7.868244358437819e-03
3.073198038489857e+01 3.114875790899494e+00 -8.088460388773902e-03
3.082317320503180e+01 3.114127906916926e+00 -8.314836265250229e-03
3.091436602516503e+01 3.113359091695548e+00 -8.547543983581792e-03
3.100555884529826e+01 3.112568759793472e+00 -8.786760315488445e-03
3.109675166543149e+01 3.111756309425794e+00 -9.032666939025803e-03
3.118794448556472e+01 3.110921122011094e+00 -9.285450572274083e-03
3.127913730569795e+01 3.110062561705603e+00 -9.545303110453037e-03
3.137033012583118e+01 3.109179974924697e+00 -9.812421766532320e-03
3.146152294596441e+01 3.108272689851409e+00 -1.008700921540520e-02
3.155271576609764e+01 3.107340015931630e+00 -1.036927374169351e-02
3.164390858623087e+01 3.106381243355665e+00 -1.065942939125035e-02
3.173510140636410e+01 3.105395642525797e+00 -1.095769612642630e-02
3.182629422649733e+01 3.104382463509519e+00 -1.126429998516362e-02
3.191748704663056e+01 3.103340935478086e+00 -1.157947324398061e-02
3.200867986676379e+01 3.102270266130015e+00 -1.190345458490663e-02
3.209987268689702e+01 3.101169641099190e+00 -1.223648926642606e-02
3.219106550703025e+01 3.100038223347182e+00 -1.257882929848575e-02
3.228225832716348e+01 3.098875152539433e+00 -1.293073362161850e-02
3.237345114729671e+01 3.097679544404910e+00 -1.329246829022927e-02
